rank,grade,usernme,uploads,subscribers,top_views
4372,A- ,Majedar Kahaniya,81,2.97M,735950148
4373,A- ,GANGSTER GANG,337,2.97M,1149481056
4374,B ,DANCE TUTORIALS,262,2.97M,196733420
4375,A- ,tvOneNews,29735,2.97M,1069801785
4376,B ,Eğlence Zamanı,622,2.97M,1037977125
4377,B- ,Candy Play TV Russian,277,2.97M,698661649
4378,B ,Tonguç Akademi,1834,2.97M,502847960
4379,B ,MrUnfiny,2143,2.97M,784417473
4380,B+ ,COMEDY SONOTEK,1000,2.97M,858620751
4381,A- ,Aeon Pix Studios,265,2.97M,568971948
4382,B+ ,Mr. Hacker,120,2.97M,497760064
4383,B+ ,RageElixir,1920,2.97M,557337044
4384,B+ ,เอ็มวีดี ซีร…,214,2.97M,523700119
4385,A- ,WisinYYandelVEVO,54,2.97M,3887204764
4386,B ,Natural Cures,1128,2.97M,331719414
4387,B+ ,Topes de Gama,2877,2.97M,623899429
4388,A- ,SeseGel,1850,2.97M,1339256913
4389,B+ ,Bhojpuri Hit Songs,2959,2.97M,880130970
4390,B ,BookOfKen,254,2.97M,511941403
4391,A- ,Ẩm Thực Tam Mao,361,2.97M,847768397
4392, ,Dogs - Topic,--,2.97M,-- 
4393,B+ ,Malek Maktabi l مالك مكتبي,1773,2.97M,804723535
4394,A- ,Gudang Tutorial,955,2.97M,963395274
4395,B+ ,inKhabar,64598,2.97M,667825424
4396,B ,Nobreza Games,435,2.97M,266178692
4397,A- ,ToonToon Juegos,359,2.97M,659717476
4398,B ,Макс Ващенко,163,2.97M,325441729
4399,A- ,Pocoyo Episodios Completos ESPAÑOL,613,2.97M,1160422998
4400,B+ ,Mor Music,72,2.96M,160458164
4401,B+ ,Memo Aponte,694,2.96M,419019541
4402,A- ,Big Animation,445,2.96M,1225468695
4403,A- ,СИНИЙ ТРАКТОР - Дет…,97,2.96M,1865693531
4404,B+ ,TFIL,344,2.96M,468038014
4405,B ,Vietnam Esports TV,9011,2.96M,1326360190
4406,B+ ,GAURAVZONE,478,2.96M,366656392
4407,B+ ,Sam el Bombero en Español Latino,531,2.96M,835943606
4408,A- ,Мульт,1298,2.96M,2075709266
4409,B ,VAST Studio,628,2.96M,451108807
4410,A- ,LABELCOM,80,2.96M,365370102
4411,B+ ,Sevou,464,2.96M,404169772
4412,B+ ,Roni Ficher,228,2.96M,209451658
4413,A- ,Quynh Tran JP & Family - Cuộc s�…,557,2.96M,835651523
4414,B ,Top Manias,105,2.96M,299681491
4415,B+ ,Thibaan Channel,381,2.96M,1300412784
4416,B+ ,Soft Box Türkiye,1827,2.96M,1844738519
4417,B+ ,KapitalMusicTv,100,2.96M,2045632360
4418,B+ ,Baturay Anar,944,2.96M,746792318
4419,B ,LE GRAND JD,271,2.96M,326029961
4420,A ,MSNBC,29177,2.96M,3407626627
4421,B ,2 Foreigners In Bollywood,31,2.96M,225533879
4422,B+ ,Homosapiens,242,2.96M,411967270
4423,B ,StoryPedia,157,2.96M,290277275
4424,A- ,92 News HD,46444,2.96M,684641812
4425,B ,Delantero09,608,2.96M,397194293
4426,A- ,리원세상RIWORLD,362,2.95M,1045553999
4427,A- ,MixiGaming,828,2.95M,661826845
4428,A- ,A Plus Entertainment,11193,2.95M,1300190657
4429,B+ ,chloe moriondo,87,2.95M,137013580
4430, ,Exam Cracker Adda,--,2.95M,-- 
4431,A- ,OneDayAlex,229,2.95M,914863574
4432,B+ ,Top 10 Hindi,280,2.95M,286619940
4433,B+ ,TheChacal547,408,2.95M,154763274
4434,A ,Fizzy Toy Show,992,2.95M,2200564250
4435,B ,Secretos de la Vida,134,2.95M,155601981
4436,A- ,Galatta Tamil | கலாட்ட…,19069,2.95M,892014097
4437,B- ,Paperpop,116,2.95M,139221949
4438,A- ,Star Media,5658,2.95M,1633023594
4439,B+ ,TheMoshayaFamily,196,2.94M,1244933101
4440,A- ,442oons,1184,2.94M,2130332554
4441,B ,Baby Cartoon Rhymes,42,2.94M,485681967
4442,B ,SofiaS Furlani,262,2.94M,333486323
4443,B+ ,قناة الفرقدين الفض…,1554,2.94M,759512305
4444,A- ,Galileo,3960,2.94M,2408555524
4445,B ,هل تعلم؟ علوم وتكن�…,1105,2.94M,367207338
4446,B ,Táo TV - nhạc thiếu nhi,79,2.94M,527469919
4447,A- ,MNJ TV,623,2.94M,298131619
4448,B+ ,Born2Kill,202,2.94M,178142833
4449,A ,Noticias Telemundo,33664,2.94M,1076673144
4450,B+ ,Sanskar TV,14686,2.94M,537902261
4451,B+ ,Meet Arnold,54,2.94M,425196012
4452,B+ ,ItsOwen,311,2.94M,263257575
4453, ,Popular on YouTube - Mexico,--,2.94M,-- 
4454,A- ,معكم منى الشاذلي,3684,2.94M,807351008
4455,B+ ,HeyKroni,3678,2.94M,326597711
4456,B+ ,Audio Library — Music for conten…,1766,2.94M,471627966
4457,B+ ,ProGamingStudioHD ヅ,374,2.94M,711861157
4458,B ,Fortnite Funny,474,2.94M,723628618
4459,B+ ,rusplaying,320,2.94M,984215828
4460,B+ ,FilmiBeat,35012,2.94M,1304685384
4461,A- ,Saregama Tamil,5366,2.94M,1094094298
4462,B+ ,Free Time,176,2.94M,202381345
4463,A- ,SamsuL OfficiaL,223,2.93M,454953459
4464,B ,Louis Tomlinson,35,2.93M,11041166
4465,A- ,PopCorn /- Funny Hindi Comedy Vide…,80,2.93M,1030305003
4466,B- ,Vivo India,382,2.93M,1773772238
4467,B+ ,Gabriel Diniz,148,2.93M,196424733
4468,B ,I Like To Make Stuff,361,2.93M,228179418
4469,D- ,Mustafa Jamal مصطفى جمال,85,2.93M,230138170
4470,B+ ,Masha Zoom,1014,2.93M,586580577
4471,B ,الشيخ وسيم يوسف,697,2.93M,132964063
4472,A- ,Wow Cartoons,486,2.93M,1086367031
4473,A- ,Spookiz - Cartoons for Everyone,863,2.93M,1330564059
4474,B ,World Train Toys,461,2.93M,744608711
4475,B ,TeroserPlay,4230,2.93M,669568143
4476,B+ ,Tech Burner,542,2.93M,235125382
4477,B+ ,CineBox Pictures,475,2.93M,549948391
4478,B+ ,DroidCheat,3904,2.93M,1709662033
4479,B+ ,Kwili,168,2.93M,226071652
4480,A- ,Fernandinho Ministerio Faz Chover,273,2.93M,741173906
4481,B- ,Mauro Nakada,285,2.93M,158713417
4482,B+ ,Muse,168,2.93M,1805176056
4483,B+ ,Piemations,107,2.93M,625435076
4484,B+ ,SwagyTracks,1850,2.93M,1615994663
4485,A ,utkal cartoon world,129,2.93M,944692940
4486,A- ,Eskay Movies,797,2.92M,1288177838
4487,B ,BrosNacion,293,2.92M,395902170
4488,A- ,BonJoviVEVO,138,2.92M,3962341181
4489,B+ ,القاهرة والناس,89983,2.92M,976139515
4490, ,Reggaeton - Topic,--,2.92M,-- 
4491,A- ,Movieclips Coming Soon,23416,2.92M,2849485085
4492,B+ ,Danielle Noce,1138,2.92M,394254187
4493,B+ ,Chicas Cosmo,4299,2.92M,562390426
4494,B+ ,Sparkle Spice,1164,2.92M,1878546767
4495,B ,The Verge,3884,2.92M,813843578
4496,B+ ,Atraviesa lo desconocido,928,2.92M,586749029
4497,B+ ,Ty Dolla $ign,141,2.92M,1168734454
4498,B+ ,zefrank1,183,2.92M,469466251
4499,B ,THIS IS L&S,387,2.91M,413905327
4500,A- ,까니짱 [ G-NI ],249,2.91M,552745428
4501,B ,Rap Nation,1286,2.91M,486324846
4502,A- ,Imagen Entretenimiento,53728,2.91M,1624985844
4503,B ,FRED,189,2.91M,1309776950
4504,A- ,GTA Series Videos,4986,2.91M,1498870344
4505,A- ,Madras Samayal,388,2.91M,527009331
4506,A- ,An Ninh Thế Giới,9727,2.91M,1403626663
4507,D- ,Latest Cinema,19,2.91M,33627310
4508,B ,Lore Improta,423,2.91M,474927963
4509,A- ,XDJames,165,2.91M,748976639
4510,B ,تفسير الاحلام,533,2.91M,256562760
4511,C+ ,Maha Cartoon Tv,1,2.91M,5811269
4512,B ,Vet Ranch,310,2.91M,391094899
4513,D- ,VH1,2598,2.91M,1173188097
4514,B- ,Funny Bulat,55,2.91M,999270
4515,B ,Benshorts,636,2.91M,357642244
4516,B- ,Alvaro Soler,36,2.91M,7936427
4517,B ,Geekyranjit,2769,2.91M,616329375
4518,A- ,The Hermansyah A6,662,2.91M,386299581
4519,B+ ,Sananas,791,2.91M,444077239
4520,B+ ,UP Tak,12528,2.91M,772661645
4521,B ,SpaceX,266,2.91M,273941670
4522,C+ ,Heidi Kids Stories,8,2.91M,606895309
4523,B+ ,Unisys Music,631,2.91M,780643017
4524,B ,Ella Mai,33,2.91M,142500943
4525,A- ,Carrossel,138,2.9M,467980357
4526,B+ ,BUSHIDO,187,2.9M,1322383849
4527,B+ ,Baraka lBaraka,169,2.9M,1006049792
4528,B+ ,Swagger Sharma,58,2.9M,226531228
4529,B ,YoTips,194,2.9M,182435516
4530,B+ ,Exility,164,2.9M,212496100
4531,B+ ,MovieCon Animation,720,2.9M,120116575
4532,A- ,로미유 스토리[Romiyu Story],350,2.9M,663970092
4533,A- ,Let Me Explain Studios,64,2.9M,338067625
4534,B+ ,MrBossFTW,6619,2.9M,1145529211
4535,B+ ,Luiza Parente,267,2.9M,184770669
4536,B+ ,Korea Reomit,606,2.9M,402268759
4537,B+ ,حيدر و مريم,98,2.9M,461084555
4538,B ,PressTube,257,2.9M,501395133
4539,B+ ,Lampu Islam,1580,2.9M,499440045
4540,B+ ,AtilaKw,101,2.9M,461607457
4541,A- ,Bob Zoom,145,2.9M,1774757171
4542,A ,DJ ALEX,146,2.9M,395784238
4543,A- ,Sketch,1215,2.9M,678225610
4544,B+ ,Kapamilya Trending,1980,2.9M,825758776
4545,B+ ,Jack Doherty,483,2.9M,421225251
4546,B ,Mikey Bolts,261,2.9M,331579721
4547,A- ,Ultra Kids Zone,2774,2.9M,1148996756
4548,A- ,CHoOx TV,281,2.89M,331007525
4549,B+ ,360Jeezy,958,2.89M,435847691
4550,B+ ,Nex Carlos,277,2.89M,494543827
4551,B ,عالم هبة Hiba,814,2.89M,198758873
4552,A- ,America's Funniest Home Videos,1151,2.89M,1185550080
4553,A- ,Mister Bin Video Film Cartoons -Fu…,2575,2.89M,875069389
4554,D- ,Funimation,7299,2.89M,712071355
4555,B+ ,Gabriel Freitas,402,2.89M,149905671
4556,A- ,Funny Friends,381,2.89M,843461160
4557,B+ ,Jay Leno's Garage,737,2.89M,603221655
4558,D- ,NatesLife,19,2.89M,3057449
4559,B+ ,MyPack,360,2.89M,512406344
4560,B ,Natureba - Curas Naturais,1262,2.89M,322471108
4561,B+ ,Alux.com,1408,2.89M,328340246
4562,A- ,Noticias Caracol,64830,2.89M,953693104
4563,A- ,Nickelodeon India,512,2.89M,1347980739
4564,A- ,Saregama Bengali,2742,2.89M,835136570
4565,B- ,Surprise Collector & Sunshine,334,2.89M,1341328152
4566,B+ ,Meditative Mind,1346,2.89M,572774523
4567,A- ,FaZe Jarvis,327,2.89M,395909884
4568,B+ ,Ericko Lim,559,2.89M,416889841
4569,B ,Patricia Bright,759,2.89M,324216815
4570,B- ,Super Squad,171,2.89M,331781
4571,B+ ,RCTI - ENTERTAINMENT,10963,2.89M,1321335511
4572,B ,Egoraptor,99,2.89M,522323865
4573,B ,Jaze Cinema,328,2.89M,573690674
4574,B+ ,Jair Bolsonaro,1982,2.89M,159121453
4575,A- ,Капуки Кануки,1122,2.89M,3830072797
4576,B ,Kid Ink,160,2.89M,115866484
4577,B+ ,MosoGourmet 妄想グルメ,1496,2.89M,1512067502
4578,A- ,Буба — мультфильм …,134,2.89M,1356947321
4579,D- ,Rajshri Tamil,3583,2.89M,1276800138
4580,B ,swiftor,3979,2.89M,566528730
4581,B ,Fares Alhumaid - فارس الحم…,82,2.89M,152386308
4582,B ,Break,562,2.88M,747500659
4583,B+ ,CalebCity,164,2.88M,437322986
4584,D- ,YEAH1 MUSIC,1991,2.88M,2499654262
4585,A- ,Nickelodeon em Português,2408,2.88M,864222011
4586,A- ,Ava Max,74,2.88M,892541403
4587,B ,PinkPanthersShow,124,2.88M,1020734116
4588,B ,Nicolas Gomes,262,2.88M,224821377
4589,A- ,Masti Tv - Bedtime Stories / Fairy…,80,2.88M,905156667
4590,B ,Gigi Gorgeous,529,2.88M,496182451
4591,B+ ,Steezy Kane,83,2.88M,227501938
4592,B+ ,BUM!,353,2.88M,509281740
4593,B ,RealHit,188,2.88M,323575025
4594,B ,Lilly Singh Vlogs,1540,2.88M,448086485
4595,A- ,Sally FunTube,372,2.88M,693506238
4596,B+ ,BDA - Batalha Da Aldeia,3503,2.87M,489654333
4597,B+ ,Dangie Bros,292,2.87M,872936223
4598,B+ ,Susi kids TV,896,2.87M,2117140715
4599,B+ ,Ekta Sound,1763,2.87M,1156531927
4600,B ,Goldmines Superstars,140,2.87M,244898062
4601,B ,Big Russian Boss Show,156,2.87M,331113407
4602,B+ ,matichon tv,33983,2.87M,1393849945
4603,A- ,ARASHI,33,2.87M,226076657
4604,A- ,[햄지]Hamzy,166,2.87M,622068543
4605,A- ,Masha e Orso,346,2.87M,1081160021
4606,B- ,Jonni Valentayn,243,2.87M,1787772439
4607,B+ ,MB Music,55,2.87M,521408402
4608,B ,bubzbeauty,496,2.87M,438123546
4609,B- ,Shadow Fight,63,2.87M,59681095
4610,B+ ,Scarce,1617,2.87M,709657066
4611,B- ,ANAVITÓRIA,26,2.87M,101728327
4612,B ,Merry Riana,1529,2.87M,159102074
4613,B- ,Nike Football,13,2.87M,3231226
4614,C+ ,Our2ndLife,638,2.87M,423694960
4615,A- ,GLOBIKI,43,2.87M,723575796
4616,B+ ,Nam Việt Music,1088,2.87M,1442415989
4617,B ,Sarinha,3028,2.87M,881046945
4618,A- ,Sikera Junior,2317,2.87M,408027445
4619,B+ ,TheSmithPlays,2094,2.87M,787781753
4620,B ,Ubisoft,10507,2.87M,1016898834
4621,B ,Mimi Lissa,153,2.87M,572993254
4622,A ,Filmy Duniya,429,2.87M,1120407759
4623,B ,Boyinaband,564,2.87M,298229684
4624,B ,Muftgyan Guruji,288,2.86M,267696012
4625,A- ,Orochinho,263,2.86M,348268256
4626,D- ,FlowUrban,41,2.86M,5498139
4627,B+ ,Hercai,1035,2.86M,1197133010
4628,B+ ,Five Finger Death Punch,201,2.86M,288918979
4629,A- ,Nirmla Nehra,670,2.86M,384511494
4630,B ,QAHTAN HALILINTAR,122,2.86M,91423543
4631,B ,Funky Black Cat,2087,2.86M,665031774
4632,B ,Hopsintv,127,2.86M,801000605
4633,A- ,MotoGP,4797,2.86M,973784074
4634,B+ ,Kreyk,1103,2.86M,995115346
4635,B ,Priya Malik,579,2.86M,262152925
4636,D- ,DESIFEED Video,6991,2.86M,472001427
4637,A ,TV9 Marathi,45038,2.86M,1241654297
4638,B ,The Sungkars Family,220,2.86M,231014895
4639,A- ,Ninho,64,2.86M,773660436
4640,B ,Los Vlogs de Dross,285,2.86M,156715375
4641,A ,ONLINE News,46,2.86M,118250261
4642,B+ ,Logical Baniya,144,2.86M,352842821
4643,A- ,Canal 13,26596,2.86M,1766203788
4644,B+ ,CarlyRaeJepsenVEVO,84,2.86M,1915430878
4645,B+ ,Александра Киевск�…,144,2.86M,241612235
4646,A ,GRM Daily,8640,2.86M,3085736763
4647,B+ ,takahashi taiyou,1877,2.86M,1273607636
4648,B ,MrAntoineDaniel,79,2.86M,330060043
4649,B ,Simply Not Logical,82,2.86M,205898801
4650,B+ ,Nerdologia,580,2.86M,291086451
4651,B ,Víctor González,108,2.86M,87210700
4652,B+ ,Alex Vikodinov,277,2.85M,441743496
4653,B ,BeingIndian,505,2.85M,420916739
4654,B+ ,Felps,2097,2.85M,712932306
4655,B+ ,GHOST,1543,2.85M,513749037
4656,D- ,HISTORY TV18,1060,2.85M,252514996
4657,B ,O (sur)real mundo de Any Malu,95,2.85M,231788417
4658,B+ ,Jason Nash,593,2.85M,473096912
4659,B+ ,NeroGamer55 l نيرو قيمر55,706,2.85M,474953704
4660,B- ,たーたんねる,131,2.85M,135857067
4661,B+ ,Riya Films,6486,2.85M,963855655
4662,A ,SebastianYatraVEVO,47,2.85M,5136791635
4663,B+ ,Thiago Gravações Apresenta,905,2.85M,862021653
4664,B+ ,Young MA,90,2.85M,933148715
4665,A- ,Discovery Kids Brasil,833,2.85M,832805371
4666,B ,Mac Lethal,158,2.85M,275434341
4667,B+ ,Oh Long Johnson,268,2.85M,966390065
4668,B+ ,SONU SHARMA,159,2.85M,178543809
4669,D- ,Marvel HQ LA,132,2.85M,232408891
4670,C+ ,Joey Montana,26,2.85M,6811514
4671,B+ ,lozaus1,120,2.85M,1399038459
4672,B ,Nicole Guerriero,696,2.85M,350404555
4673,A- ,SHADE Of Love,43,2.85M,707503424
4674,B+ ,Just Ameerah,769,2.85M,906153255
4675,A- ,Little Treehouse India - Hindi Kid…,210,2.85M,888993566
4676,A ,GNP Music,634,2.84M,2788345842
4677,A- ,마슈토이 Mashu ToysReview,328,2.84M,840749679
4678,B ,Sunbeary,228,2.84M,458620303
4679,B+ ,AldosWorld TV,508,2.84M,400505354
4680,C+ ,Danna Paola,6,2.84M,1035686
4681,B+ ,Funny Or Die,3806,2.84M,1059216442
4682,A- ,The New York Times,9757,2.84M,968016222
4683,B ,David Vlas,559,2.84M,491210042
4684,B+ ,Aish TV,106,2.84M,136670200
4685,B ,Jc Caylen,145,2.84M,178609037
4686,B+ ,maurg1,1214,2.84M,595329593
4687,A- ,Kara Sevda,1847,2.84M,2280790219
4688,A- ,ARPO The Robot,412,2.84M,836250290
4689,A- ,Rels B / Flakk Daniel,95,2.84M,996006303
4690,B+ ,systemofadownVEVO,22,2.84M,2683841435
4691,B+ ,Wisecrack,548,2.84M,400392026
4692,A- ,KAYCEE & RACHEL in WONDERLAND FAMI…,196,2.84M,1165472000
4693,B+ ,YouAlwaysWin,8382,2.84M,1498373024
4694,B ,Что если,149,2.83M,442869286
4695,B+ ,Prabhu Darshan,576,2.83M,291511665
4696,A- ,Balanço Geral,22984,2.83M,792459485
4697,B ,Frank Jr. Navarro,110,2.83M,179756733
4698,B+ ,The Bella Twins,1227,2.83M,605203562
4699,C+ ,Kendji Girac,8,2.83M,1263937
4700,B- ,Mike Posner,327,2.83M,73338456
4701,B ,Amanda Cerny,95,2.83M,207905233
4702,A- ,FILMSTER,347,2.83M,565267970
4703,B ,Hora de DIY * ¡Hoy no hay cole!,1189,2.83M,553006505
4704,B+ ,Jason Mraz,90,2.83M,1411479785
4705,A- ,Орел и Решка,2032,2.83M,931423097
4706,A- ,Rousseau,134,2.83M,507754174
4707,A- ,Jayas Kumar,199,2.83M,798015520
4708,B+ ,Lyna Vlogs,140,2.83M,307714873
4709,B+ ,SHAMPANOV,1333,2.83M,315280401
4710,B+ ,UrAvgConsumer,848,2.83M,358948562
4711,B ,Carolinne Silver,252,2.83M,121884536
4712,C+ ,Kingsley,3,2.83M,431460
4713,B+ ,TARANG MUSIC,2885,2.83M,1022923869
4714,B ,ND Production,132,2.83M,338567085
4715,B+ ,Антон Птушкин,87,2.83M,185755853
4716,B ,The 2x Family,90,2.83M,204132071
4717,B ,VenturianTale,3346,2.83M,2200351369
4718,A- ,جيفارا العلي - givara a…,206,2.82M,639964013
4719,B+ ,Shark,2162,2.82M,551904752
4720,B+ ,pressnews tv,3201,2.82M,306754069
4721,B+ ,GoodDayOfficial,1340,2.82M,940451649
4722,B+ ,BangerChannel,717,2.82M,1679808611
4723,B+ ,Rinkal Soni,366,2.82M,317724810
4724,B ,Dama G,69,2.82M,153431218
4725,B+ ,Tohaar Bhojpuri - तोहार …,4420,2.82M,868939778
4726,A- ,CAZZU Canal Oficial,45,2.82M,467079330
4727,B ,MELODY OFICIAL,136,2.82M,161393610
4728,A- ,My little Nastya,593,2.82M,1038975934
4729,B+ ,Claro the Third,190,2.82M,98800256
4730,A- ,A Praça É Nossa,1899,2.82M,1158396398
4731,B+ ,CallMeCarson,90,2.82M,281174041
4732,A- ,Rimorav Vlogs,289,2.82M,636968921
4733,B ,Bayu Skak,227,2.82M,228730538
4734,B ,CID VELA,84,2.82M,199932639
4735,B+ ,Nicks,1052,2.82M,404144736
4736,A- ,ЮМОР ICTV - Официальн…,4572,2.82M,1578181933
4737,B ,Godson - Gaming,2494,2.82M,977471468
4738,A- ,Клава Кока,238,2.82M,385747794
4739,B ,Marcos Aba Matemática,2289,2.82M,236360082
4740,B ,Nerdwriter1,254,2.82M,199991814
4741,B ,SAH4R SHOW,688,2.82M,461776288
4742,B ,SecretosdechicasVIP,412,2.82M,218821113
4743,A ,Pari's Lifestyle,111,2.82M,1123456350
4744,B ,Professor Noslen,312,2.82M,145709053
4745,B+ ,Garena RoV Thailand,2161,2.82M,912544398
4746,B+ ,Erlania Pontes,84,2.82M,137839615
4747,A ,عائلة عمر,391,2.82M,2204571154
4748,A- ,Moonbug Kids - Cartoons and Kids S…,692,2.81M,1478160509
4749,B ,DISCO MAREK,52,2.81M,74607137
4750,B+ ,Manchester United,1428,2.81M,411931280
4751,B ,Claro Brasil,639,2.81M,1204048884
4752,B+ ,Crazy 4 Bollywood,9890,2.81M,935458987
4753,B+ ,HGuitaraStudio - حيدر كيتا…,499,2.81M,1082196461
4754,B+ ,Jason Makki,120,2.81M,434093860
4755,B+ ,Isamara Amâncio,497,2.81M,175222069
4756,A- ,老高與小茉 Mr & Mrs Gao,132,2.81M,447019298
4757,B+ ,NerdOut!,255,2.81M,879999970
4758,B+ ,BOUNTY HUNTER D,254,2.81M,363677620
4759,B ,Rumah Ricis,110,2.81M,67237807
4760,B ,La Pereztroica,269,2.81M,175500497
4761,A+ ,Nerd Gamer,133,2.81M,300160447
4762,A- ,Dany e Cadu,556,2.81M,665961812
4763,B ,Liam Payne Official,24,2.81M,5450068
4764,B+ ,عشوائيات,460,2.81M,264660510
4765,A ,Super Kids,32,2.81M,674115618
4766,A- ,¡Caja Mágica! Vídeos in Spanish,555,2.81M,1045697815
4767,B+ ,Kamykazeplay,2387,2.81M,528876406
4768,B ,Mario Bautista,20,2.81M,276016832
4769,B+ ,Unknown Mysteries Hindi,349,2.81M,293128538
4770,B+ ,Louie The Beagle,355,2.81M,730587818
4771,B+ ,Anomaly,455,2.81M,804772352
4772,B ,WhaTheGame,694,2.81M,523380117
4773,A- ,Doods,67,2.8M,655351806
4774,B+ ,1320video,2113,2.8M,1082498955
4775,D- ,يوميات دكتورة خلود…,1751,2.8M,388891579
4776,B+ ,Misaha | مساحة,251,2.8M,186337061
4777,B ,Arte e Cia Brasil,1024,2.8M,241082709
4778,A- ,KHƯƠNG DỪA CHANNEL,1884,2.8M,1240274908
4779,A- ,ImediaSeries | أى ميديا م�…,13400,2.8M,2150823787
4780,B ,Luhhsetty,287,2.8M,204378203
4781,B+ ,Adam LZ,1321,2.8M,683344641
4782,A- ,TAM STORY,2708,2.8M,1613086747
4783,A- ,Rajshri Kids,980,2.8M,1164749482
4784,B- ,Rag'n'Bone Man,20,2.8M,80710013
4785,B+ ,Vlogs By DK4L,324,2.8M,275492587
4786,B+ ,3Blue1Brown,101,2.8M,136436497
4787,B ,DILLERON ★,1976,2.8M,1009171980
4788,B ,dibusYmas,1074,2.8M,1046827144
4789,B ,Danilo Crespo,542,2.8M,261532482
4790,A- ,Серіали України. П�…,15193,2.8M,2124602240
4791,A- ,桐崎栄二.きりざきえいじ,554,2.8M,1480319732
4792, ,Popular on YouTube - France,--,2.8M,-- 
4793,A- ,Public TV | ಪಬ್ಲಿಕ್ …,31088,2.8M,719913642
4794,B ,Casually Explained,72,2.8M,252256324
4795,B ,BPC Media,1802,2.8M,326090248
4796,B+ ,softpomz,131,2.8M,176624618
4797,B+ ,Trailers In Spanish,9311,2.8M,1681553974
4798,B ,Vício Feminino,1277,2.8M,284263896
4799,B+ ,Wasfa Net وصفة نيت,1057,2.8M,302059567
4800,C ,Wiki,2,2.79M,220403
4801,B+ ,Marwa Loud,38,2.79M,754704780
4802,B+ ,FRAN,975,2.79M,751326065
4803,D- ,Maria Becerra,49,2.79M,114544383
4804,B+ ,2DROTS,615,2.79M,560259951
4805,A- ,ポッキー,2670,2.79M,2637149330
4806,C+ ,RKellyTV,35,2.79M,12498956
4807,B+ ,Phim Hài - Bình Minh Film,374,2.79M,1484474027
4808,A- ,Bollywood Babes,721,2.79M,1687245562
4809,A- ,Bryan Adams,131,2.79M,1377735596
4810,B ,Fatimah Halilintar,92,2.79M,79404667
4811,B ,The Master Invenções,381,2.79M,262443127
4812,B+ ,Nickelback,96,2.79M,1735447908
4813,A- ,兄者弟者,5809,2.79M,2984444863
4814,B ,MasterJi,300,2.79M,118349545
4815,B+ ,planbVEVO,22,2.79M,2496868260
4816,B+ ,Brisando com Ruy,132,2.79M,546890132
4817,B+ ,Данила Поперечный,240,2.79M,332180347
4818,B+ ,Jamal Alpha,991,2.79M,319397957
4819,B+ ,Jared Dines,609,2.79M,658078026
4820,B ,Oli White,388,2.79M,458915975
4821,A- ,ALTBalaji,1360,2.79M,617127881
4822,A- ,Giọng Ca Để Đời,1912,2.79M,1793794315
4823,B ,Brincadeira de Criança,1219,2.79M,596236154
4824,B+ ,AbrahamBass,473,2.78M,398999213
4825,B+ ,My Country My Ride,428,2.78M,186565009
4826,B+ ,LOVEiS+,784,2.78M,2274112534
4827,B ,متع عقلك | حقائق,358,2.78M,268261849
4828,B ,Tori Kelly,112,2.78M,182255715
4829,B+ ,Cheb Bilal - الشاب بلال,322,2.78M,693667186
4830,B ,अंतरिक्ष TV,185,2.78M,214162895
4831,B+ ,Zé Felipe,117,2.78M,457264262
4832,A- ,ABN Telugu,63119,2.78M,1132934100
4833,B ,Montalvão,5030,2.78M,487299545
4834,B- ,Carlos Rivera,157,2.78M,5180207
4835,B+ ,Car Throttle,636,2.78M,528256261
4836,A ,ETV Andhra Pradesh,246644,2.78M,1371228608
4837,B- ,kev,97,2.78M,324066109
4838,B+ ,PTC PUNJABI,7320,2.78M,1043922089
4839,B+ ,Steve Aoki,897,2.78M,393397162
4840,B+ ,TRT TV,2158,2.78M,2734015607
4841,B+ ,JONAS,918,2.78M,784250473
4842,B ,Young Lex,686,2.78M,475134963
4843,B ,وصفات لجمالك,3623,2.78M,356384499
4844,B ,Taylor Davis,207,2.78M,466852382
4845,B ,ViralBrothers,94,2.78M,612023934
4846,B+ ,Время и Стекло,110,2.78M,1518500087
4847,A- ,LP,110,2.78M,1423620777
4848,B+ ,1 Million Creation,309,2.78M,517152133
4849,A- ,Haider Tv,383,2.78M,328052184
4850,B+ ,Taza News,647,2.77M,301929442
4851,A- ,Facia Üçlü,133,2.77M,732323265
4852,A- ,Onyx Family,503,2.77M,1457655406
4853,A- ,Art for Kids Hub,1661,2.77M,924965330
4854,B ,Banda Los Recoditos,429,2.77M,33204027
4855,B+ ,Disturbed,188,2.77M,1588960719
4856,A- ,Kiddyzuzaa - WildBrain,604,2.77M,2266104741
4857,B ,Bananakids by Totoykids,61,2.77M,443768491
4858,B+ ,Rorrovidios,345,2.77M,632185124
4859,B ,The Youman Show - EL CANAL DE LAS …,1261,2.77M,443403446
4860,B ,Miss Gaby e Família,51,2.77M,633223606
4861,B+ ,Dilkash Beauty,528,2.77M,84424055
4862,A- ,Whattheduck,944,2.77M,1494906663
4863,A- ,Woody & Kleiny,193,2.77M,434876986
4864,A- ,Titi Toys and Dolls,627,2.77M,1125169985
4865,B+ ,Ministério Zoe Vida de Deus,228,2.77M,695341407
4866,B+ ,РОМАН ФЛОКИ,2311,2.77M,694246850
4867,B ,Albernameg,616,2.77M,314497475
4868,A- ,DokuzSekiz Müzik,2365,2.77M,3562757671
4869,B+ ,Carbon Fiber Music,95,2.77M,840539658
4870,B+ ,ToyKids,390,2.77M,426254299
4871,B+ ,Shemaroo Punjabi,2546,2.77M,1064247593
